Date,Unnamed: 0,Sale
2019-11-07,675,32161.033
2019-11-08,676,46450.184
2019-11-09,677,44127.312
2019-11-10,678,38247.57
2019-11-11,679,36224.84
2019-11-12,680,26438.438
2019-11-13,681,27309.879
2019-11-14,682,26246.842
2019-11-15,683,46249.94
2019-11-16,684,54536.33
2019-11-17,685,39556.383
2019-11-18,686,36083.977
2019-11-19,687,28556.611
2019-11-20,688,28945.834
2019-11-21,689,28215.908
2019-11-22,690,43160.95
2019-11-23,691,45552.08
2019-11-24,692,41979.11
2019-11-25,693,40613.402
2019-11-26,694,24203.035
2019-11-27,695,26702.832
2019-11-28,696,26090.559
2019-11-29,697,37707.383
2019-11-30,698,47254.18
2019-12-01,699,56383.465
2019-12-02,700,36981.15
2019-12-03,701,23768.27
2019-12-04,702,28464.398
2019-12-05,703,29034.707
2019-12-06,704,33284.113
2019-12-07,705,38712.242
2019-12-08,706,35718.035
2019-12-09,707,42484.926
2019-12-10,708,19833.545
2019-12-11,709,22780.342
2019-12-12,710,32707.594
2019-12-13,711,44085.402
2019-12-14,712,38055.53
2019-12-15,713,43538.625
2019-12-16,714,54499.918
2019-12-17,715,28479.914
2019-12-18,716,31918.008
2019-12-19,717,32632.453
2019-12-20,718,37624.402
2019-12-21,719,47689.047
2019-12-22,720,49777.83
2019-12-23,721,45118.31
2019-12-24,722,26516.23
2019-12-25,723,22859.422
2019-12-26,724,36965.74
2019-12-27,725,55431.234
2019-12-28,726,48232.75
2019-12-29,727,43468.55
2019-12-30,728,39128.848
2019-12-31,729,30728.602
2020-01-01,730,27244.709
2020-01-02,731,30693.615
2020-01-03,732,43687.094
2020-01-04,733,40921.18
2020-01-05,734,44371.895
2020-01-06,735,36444.62
2020-01-07,736,29263.89
2020-01-08,737,27662.744
2020-01-09,738,31151.37
2020-01-10,739,43853.414
2020-01-11,740,39331.207
2020-01-12,741,48690.78
2020-01-13,742,37010.703
2020-01-14,743,28325.584
2020-01-15,744,29753.312
2020-01-16,745,49454.492
2020-01-17,746,46600.125
2020-01-18,747,39940.746
2020-01-19,748,46745.586
2020-01-20,749,32284.86
2020-01-21,750,20954.791
2020-01-22,751,27933.85
2020-01-23,752,32701.02
2020-01-24,753,40239.574
2020-01-25,754,37987.203
2020-01-26,755,40643.773
2020-01-27,756,37040.623
2020-01-28,757,21442.318
2020-01-29,758,22960.83
2020-01-30,759,31039.174
2020-01-31,760,43948.617
2020-02-01,761,57140.465
2020-02-02,762,44495.88
2020-02-03,763,39682.773
2020-02-04,764,27264.668
2020-02-05,765,31772.18
2020-02-06,766,29513.713
2020-02-07,767,40688
2020-02-08,768,47899.41
2020-02-09,769,43421.676
2020-02-10,770,34993.508
2020-02-11,771,31068.277
2020-02-12,772,30535.748
2020-02-13,773,28866.281
2020-02-14,774,44500.426
2020-02-15,775,48777.58
2020-02-16,776,60787.344
2020-02-17,777,32832.658
2020-02-18,778,24276.59
2020-02-19,779,27088.102
2020-02-20,780,28146.734
2020-02-21,781,37729.96
2020-02-22,782,38825.84
2020-02-23,783,36807.285
2020-02-24,784,40930.867
2020-02-25,785,21708.016
2020-02-26,786,23254.527
2020-02-27,787,30917.795
2020-02-28,788,38266.67
2020-02-29,789,38989.867
2020-03-01,790,61066.58
2020-03-02,791,38038.89
2020-03-03,792,26717.686
2020-03-04,793,24138.197
2020-03-05,794,34460.49
2020-03-06,795,44480.395
2020-03-07,796,47134.805
2020-03-08,797,40860.527
2020-03-09,798,39862.89
2020-03-10,799,28683.686
2020-03-11,800,30778.197
2020-03-12,801,29279.45
2020-03-13,802,45562.105
2020-03-14,803,46618.79
2020-03-15,804,44145.254
2020-03-16,805,54199.164
2020-03-17,806,24308.47
2020-03-18,807,22396.982
2020-03-19,808,30813.86
2020-03-20,809,37736.676
2020-03-21,810,43048.47
2020-03-22,811,40990.453
2020-03-23,812,38137.72
2020-03-24,813,24240.174
2020-03-25,814,23813.902
2020-03-26,815,36949.074
2020-03-27,816,43932.68
2020-03-28,817,41205.74
2020-03-29,818,44256.86
2020-03-30,819,40856.766
2020-03-31,820,37025.543
2020-04-01,821,87904.42
2020-04-02,822,46216.95
2020-04-03,823,55080.99
2020-04-04,824,53874.703
2020-04-05,825,56619.47
2020-04-06,826,54659.594
2020-04-07,827,49599.625
2020-04-08,828,48715.67
2020-04-09,829,48782.633
2020-04-10,830,60576.18
2020-04-11,831,62739.957
2020-04-12,832,62438.004
2020-04-13,833,62688.523
2020-04-14,834,45668.395
2020-04-15,835,53353.074
2020-04-16,836,57225.836
2020-04-17,837,60165.65
2020-04-18,838,56265.06
2020-04-19,839,56578.902
2020-04-20,840,53209.93
2020-04-21,841,44014.824
2020-04-22,842,47840.47
2020-04-23,843,46336.723
2020-04-24,844,62749.83
2020-04-25,845,58958.457
2020-04-26,846,62971.59
2020-04-27,847,60160.473
2020-04-28,848,49600.965
2020-04-29,849,49017.477
2020-04-30,850,54478.168
2020-05-01,851,77061.45
2020-05-02,852,62282.004
2020-05-03,853,59803.34
2020-05-04,854,57628.965
2020-05-05,855,42169.844
2020-05-06,856,40897.703
2020-05-07,857,44461.594
2020-05-08,858,57784.438
2020-05-09,859,59467.215
2020-05-10,860,56965.55
2020-05-11,861,60114.332
2020-05-12,862,44881.81
2020-05-13,863,41433.668
2020-05-14,864,46025.56
2020-05-15,865,65116.85
2020-05-16,866,71570.516
2020-05-17,867,60805.613
2020-05-18,868,56758.13
2020-05-19,869,43829.004
2020-05-20,870,40598.29
2020-05-21,871,46930.293
2020-05-22,872,58332.758
2020-05-23,873,56483.527
2020-05-24,874,56832.863
2020-05-25,875,55737.715
2020-05-26,876,47866.59
2020-05-27,877,41312.45
2020-05-28,878,45287.1
2020-05-29,879,58114.055
2020-05-30,880,59791.625
2020-05-31,881,61938.207
2020-06-01,882,75365.01
2020-06-02,883,43174.12
2020-06-03,884,47748.633
2020-06-04,885,49869.82
2020-06-05,886,61585.543
2020-06-06,887,65451.516
2020-06-07,888,63373.883
2020-06-08,889,59288.06
2020-06-09,890,49364.805
2020-06-10,891,46155.316
2020-06-11,892,45968.504
2020-06-12,893,60957.03
2020-06-13,894,56590.2
2020-06-14,895,57633.766
2020-06-15,896,57760.54
2020-06-16,897,60319.652
2020-06-17,898,43312.816
2020-06-18,899,50689.285
2020-06-19,900,62101.59
2020-06-20,901,60519.395
2020-06-21,902,60217.582
2020-06-22,903,60419.3
2020-06-23,904,50676.043
2020-06-24,905,49326.555
2020-06-25,906,46111.082
2020-06-26,907,57926.973
2020-06-27,908,58123.14
2020-06-28,909,62291.188
2020-06-29,910,58225.695
2020-06-30,911,58976.098
2020-07-01,912,79750.82
2020-07-02,913,59641.906
2020-07-03,914,69780.72
2020-07-04,915,70799.664
2020-07-05,916,71350.81
2020-07-06,917,71855.695
2020-07-07,918,60440.56
2020-07-08,919,62454.28
2020-07-09,920,63623.72
2020-07-10,921,74915.56
2020-07-11,922,69921.79
2020-07-12,923,74984.28
2020-07-13,924,68271.61
2020-07-14,925,60111.582
2020-07-15,926,64976.23
2020-07-16,927,73524.914
2020-07-17,928,75205.55
2020-07-18,929,71672.77
2020-07-19,930,76822.305
2020-07-20,931,68051.7
2020-07-21,932,58896.56
2020-07-22,933,59757.723
2020-07-23,934,68694.16
2020-07-24,935,75293.16
2020-07-25,936,76174.14
2020-07-26,937,69330.29
2020-07-27,938,63839.977
2020-07-28,939,59974.574
2020-07-29,940,57269.086
2020-07-30,941,61749.492
2020-07-31,942,73504.06
2020-08-01,943,72789.44
2020-08-02,944,54785.61
2020-08-03,945,49965.59
2020-08-04,946,39873.715
2020-08-05,947,41345.324
2020-08-06,948,44208.71
2020-08-07,949,54800.047
2020-08-08,950,59341.96
2020-08-09,951,57579.086
2020-08-10,952,53359.77
2020-08-11,953,43738.09
2020-08-12,954,45096.32
2020-08-13,955,45176.746
2020-08-14,956,60801.055
2020-08-15,957,63283.453
2020-08-16,958,67196.84
2020-08-17,959,52487.895
2020-08-18,960,47390.836
2020-08-19,961,38849.348
2020-08-20,962,46832.535
2020-08-21,963,57483.6
2020-08-22,964,64285.484
2020-08-23,965,55196.613
2020-08-24,966,55905.406
2020-08-25,967,45534.42
2020-08-26,968,38600.215
2020-08-27,969,45909.695
2020-08-28,970,62899.297
2020-08-29,971,58981.207
2020-08-30,972,65408.48
2020-08-31,973,57147.855
2020-09-01,974,54472.254
2020-09-02,975,45111.656
2020-09-03,976,43158.805
2020-09-04,977,57529.51
2020-09-05,978,62681.42
2020-09-06,979,59837.67
2020-09-07,980,58211.617
2020-09-08,981,44583.895
2020-09-09,982,38214.57
2020-09-10,983,46865.836
2020-09-11,984,57269.633
2020-09-12,985,59554.008
2020-09-13,986,60315.17
2020-09-14,987,59709.55
2020-09-15,988,49457.926
2020-09-16,989,57636.977
2020-09-17,990,45386.215
2020-09-18,991,59117.43
2020-09-19,992,63351.56
2020-09-20,993,56638.113
2020-09-21,994,57496.86
